county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
06105,Trinity,CA,18.297525726176563,34.71129101222884,46.99116615831932,5.940147088167384,90.4901656167156,1.1344736467033436
06071,San Bernardino,CA,14.864907220045637,23.938715718775562,61.23352563826582,8.082139320618246,6.6580695760544915,1.4254382345989385
06109,Tuolumne,CA,11.486835511818153,28.712041537114743,59.80153651100311,5.780704561234039,66.95299000815045,1.1442252543242672
06027,Inyo,CA,14.83775196137598,26.548584791792393,58.65149064574532,7.988874471937235,13.721536512532802,1.3893171055409765
06053,Monterey,CA,26.696148159381277,35.7359404026235,37.568112370625926,6.67322288357281,40.24564582780452,1.3478981688592333
06051,Mono,CA,10.773971423652952,26.580956274746086,62.64469357892925,6.533783783783784,36.060505250473405,1.285382595971768
06095,Solano,CA,33.006727679875375,45.65332814071983,21.33993444325447,6.622289293480025,43.73429396683218,1.4781540258981598
06045,Mendocino,CA,22.615953912676652,37.485970786753846,39.89812275891162,5.791101560852141,92.39418107994094,1.2138227694579202
06017,El Dorado,CA,15.028367346938776,32.868768307322924,52.1027274909964,5.882434573829532,74.79383913565427,1.1289486194477791
06115,Yuba,CA,23.33106864242374,40.09458868204895,36.5741445494696,6.07125521112808,46.2030379328848,1.385279646675197
06069,San Benito,CA,28.108867964303283,35.53429133581618,36.35694961703324,6.793320919120231,32.68504321551542,1.3593078490619073
